순번,대분류,상품명,대여횟수,제조사,구성품,장난감나라 위치
194,신체,핑크퐁 아기상어 스프링카,23,지나월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
195,신체,핑크퐁 아기상어 스프링카,19,지나월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
196,신체,알루 에듀하우스,16,코니스,"본체, 도형4개","서울특별시 용산구 백범로 329, 1층"
197,신체,알루 에듀하우스,21,코니스,"본체, 도형4개","서울특별시 용산구 백범로 329, 1층"
198,신체,무지개 걸음마 자동차,17,클래식월드,"본체, 블록4개","서울특별시 용산구 백범로 329, 1층"
199,신체,무지개 걸음마 자동차,15,클래식월드,"본체, 블록4개","서울특별시 용산구 백범로 329, 1층"
200,언어,달님이 유치원 국영수세트,17,토이트론,"퓨처북로봇, 퓨처북3개, 워크북3개, 펜, 사운드팩3개","서울특별시 용산구 백범로 329, 1층"
201,언어,달님이 유치원 국영수세트,17,토이트론,"퓨처북로봇, 퓨처북3개, 워크북3개, 펜, 사운드팩3개","서울특별시 용산구 백범로 329, 1층"
202,"조작,탐색",맥가이버 공구놀이 세트,6,플랜토이즈,"공구가방, 자, 톱, 드릴, 망치, 나사드라이버","서울특별시 용산구 백범로 329, 1층"
203,"조작,탐색",맥가이버 공구놀이 세트,9,플랜토이즈,"공구가방, 자, 톱, 드릴, 망치, 나사드라이버","서울특별시 용산구 백범로 329, 1층"
204,역할놀이,브이로거 촬영 세트,4,플랜토이즈,"카메라, 거치대, 조명, 마이크, 어뎁터, 가방, 무전기","서울특별시 용산구 백범로 329, 1층"
205,역할놀이,브이로거 촬영 세트,4,플랜토이즈,"카메라, 거치대, 조명, 마이크, 어뎁터, 가방, 무전기","서울특별시 용산구 백범로 329, 1층"
206,"조작,탐색",플랜월드 우드 블록 도시마을,10,플랜토이즈,나무블록 45개,"서울특별시 용산구 백범로 329, 1층"
207,"조작,탐색",플랜월드 우드 블록 도시마을,9,플랜토이즈,나무블록 45개,"서울특별시 용산구 백범로 329, 1층"
208,"조작,탐색",4in1 러닝 로봇,23,피셔프라이스,"얼굴, 바디, 자동차","서울특별시 용산구 백범로 329, 1층"
209,"조작,탐색",4in1 러닝 로봇,24,피셔프라이스,"얼굴, 바디, 자동차","서울특별시 용산구 백범로 329, 1층"
210,언어,퍼피 스마트 알파벳 패드,15,피셔프라이스,본체1개,"서울특별시 용산구 백범로 329, 1층"
211,언어,퍼피 스마트 알파벳 패드,18,피셔프라이스,본체1개,"서울특별시 용산구 백범로 329, 1층"
212,언어,핑크퐁 아기상어 코딩컴퓨터,16,핑크퐁,"본체, 마우스","서울특별시 용산구 백범로 329, 1층"
213,언어,핑크퐁 아기상어 코딩컴퓨터,22,핑크퐁,"본체, 마우스","서울특별시 용산구 백범로 329, 1층"
214,"조작,탐색",러닝 소방차,16,홀라,"소방차, 소방과2개, 소방도구4개","서울특별시 용산구 백범로 329, 1층"
215,"조작,탐색",러닝 소방차,14,홀라,"소방차, 소방과2개, 소방도구4개","서울특별시 용산구 백범로 329, 1층"
216,"조작,탐색",런앤 디스커버 테이블,19,홀라,"본체, 공3개","서울특별시 용산구 백범로 329, 1층"
217,"조작,탐색",런앤 디스커버 테이블,19,홀라,"본체, 공3개","서울특별시 용산구 백범로 329, 1층"
218,음률,몽키 키보드,18,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
219,음률,몽키 키보드,20,홀라,본체1개,"서울특별시 용산구 백범로 329, 1층"
220,역할놀이,병원놀이카트,22,레드박스,"본체, 구성물12개","서울특별시 용산구 백범로 329, 1층"
221,역할놀이,병원놀이카트,22,레드박스,"본체, 구성물12개","서울특별시 용산구 백범로 329, 1층"
222,게임,초성게임왕 초성로봇,7,미미월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
223,게임,초성게임왕 초성로봇,3,미미월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
224,게임,초성게임왕 초성로봇,6,미미월드,본체1개,"서울특별시 용산구 백범로 329, 1층"
225,"조작,탐색",타요메트지하철놀이,22,바니랜드,본체1개,"서울특별시 용산구 백범로 329, 1층"
226,"조작,탐색",타요메트지하철놀이,22,바니랜드,본체1개,"서울특별시 용산구 백범로 329, 1층"
227,"조작,탐색",타요메트지하철놀이,23,바니랜드,본체1개,"서울특별시 용산구 백범로 329, 1층"
228,"조작,탐색",공놀이 고래,20,브라이트스타트,"고래, 공3개","서울특별시 용산구 백범로 329, 1층"
229,"조작,탐색",공놀이 고래,24,브라이트스타트,"고래, 공3개","서울특별시 용산구 백범로 329, 1층"
230,"조작,탐색",공놀이 고래,22,브라이트스타트,"고래, 공3개","서울특별시 용산구 백범로 329, 1층"
231,역할놀이,춤추며배우는 코딩로봇 다이노,18,브이텍,"본체, 플레이트9개, 공룡알","서울특별시 용산구 백범로 329, 1층"
232,역할놀이,춤추며배우는 코딩로봇 다이노,19,브이텍,"본체, 플레이트9개, 공룡알","서울특별시 용산구 백범로 329, 1층"
233,역할놀이,춤추며배우는 코딩로봇 다이노,19,브이텍,"본체, 플레이트9개, 공룡알","서울특별시 용산구 백범로 329, 1층"
234,역할놀이,반짝반짝 티니핑 버스,19,삼진,본체1개,"서울특별시 용산구 백범로 329, 1층"
235,역할놀이,반짝반짝 티니핑 버스,18,삼진,본체1개,"서울특별시 용산구 백범로 329, 1층"
236,역할놀이,반짝반짝 티니핑 버스,20,삼진,본체1개,"서울특별시 용산구 백범로 329, 1층"
237,"조작,탐색",뽀로로똑딱시계놀이,18,아이코닉스,본체1개,"서울특별시 용산구 백범로 329, 1층"
238,"조작,탐색",뽀로로똑딱시계놀이,16,아이코닉스,본체1개,"서울특별시 용산구 백범로 329, 1층"
239,"조작,탐색",뽀로로똑딱시계놀이,17,아이코닉스,본체1개,"서울특별시 용산구 백범로 329, 1층"
240,"조작,탐색",베이비버스dx,21,아카데미과학,"버스, 인형7개","서울특별시 용산구 백범로 329, 1층"
241,"조작,탐색",베이비버스dx,20,아카데미과학,"버스, 인형7개","서울특별시 용산구 백범로 329, 1층"
242,"조작,탐색",베이비버스dx,19,아카데미과학,"버스, 인형7개","서울특별시 용산구 백범로 329, 1층"
243,게임,아슬아슬 쿠키탑,8,에프비존,"접시, 컵, 집게, 주사위, 쿠키12개","서울특별시 용산구 백범로 329, 1층"
244,게임,아슬아슬 쿠키탑,10,에프비존,"접시, 컵, 집게, 주사위, 쿠키12개","서울특별시 용산구 백범로 329, 1층"
245,게임,아슬아슬 쿠키탑,9,에프비존,"접시, 컵, 집게, 주사위, 쿠키12개","서울특별시 용산구 백범로 329, 1층"
246,게임,아슬아슬 쿠키탑,12,에프비존,"접시, 컵, 집게, 주사위, 쿠키12개","서울특별시 용산구 백범로 329, 1층"
247,역할놀이,콩순이코딩붕어빵가게,18,영실업,"총11개-본체, 붕어빵3개, 앙금3개, 집게, 봉투3개","서울특별시 용산구 백범로 329, 1층"
248,역할놀이,콩순이코딩붕어빵가게,21,영실업,"총11개-본체, 붕어빵3개, 앙금3개, 집게, 봉투3개","서울특별시 용산구 백범로 329, 1층"
249,역할놀이,콩순이코딩붕어빵가게,22,영실업,"총11개-본체, 붕어빵3개, 앙금3개, 집게, 봉투3개","서울특별시 용산구 백범로 329, 1층"
250,역할놀이,응가놀이콩콩이변기놀이,17,콩순이,"변기, 인형, 옷3개, 휴지, 카드4장, 보관함","서울특별시 용산구 백범로 329, 1층"
251,역할놀이,응가놀이콩콩이변기놀이,17,콩순이,"변기, 인형, 옷3개, 휴지, 카드4장, 보관함","서울특별시 용산구 백범로 329, 1층"
252,역할놀이,응가놀이콩콩이변기놀이,18,콩순이,"변기, 인형, 옷3개, 휴지, 카드4장, 보관함","서울특별시 용산구 백범로 329, 1층"
253,역할놀이,달님이 말하고 달리는 구급차병원,17,토이트론,"본체, 구성물15개","서울특별시 용산구 백범로 329, 1층"
254,역할놀이,달님이 말하고 달리는 구급차병원,17,토이트론,"본체, 구성물15개","서울특별시 용산구 백범로 329, 1층"
255,역할놀이,달님이 말하고 달리는 구급차병원,20,토이트론,"본체, 구성물15개","서울특별시 용산구 백범로 329, 1층"
256,역할놀이,플레이고 주방놀이세트,17,플레이고,"커피메이커, 토스터기, 믹서기","서울특별시 용산구 백범로 329, 1층"
257,역할놀이,플레이고 주방놀이세트,17,플레이고,"커피메이커, 토스터기, 믹서기","서울특별시 용산구 백범로 329, 1층"
258,역할놀이,플레이고 주방놀이세트,13,플레이고,"커피메이커, 토스터기, 믹서기","서울특별시 용산구 백범로 329, 1층"
259,음률,핑크퐁 EQ영어피아노,18,가이아,본체1개,"서울특별시 용산구 백범로 329, 1층"
260,음률,핑크퐁 EQ영어피아노,19,가이아,본체1개,"서울특별시 용산구 백범로 329, 1층"
261,신체,아기상어 무드램프 오뚝이,17,가이아,본체1개,"서울특별시 용산구 백범로 329, 1층"
262,신체,아기상어 무드램프 오뚝이,20,가이아,본체1개,"서울특별시 용산구 백범로 329, 1층"
263,언어,동요로 배우는 영어단어100 사운드북,15,두두스토리,본체1개,"서울특별시 용산구 백범로 329, 1층"
264,언어,동요로 배우는 영어단어100 사운드북,16,두두스토리,본체1개,"서울특별시 용산구 백범로 329, 1층"
265,언어,노래로 배우는 두뇌발달 수학사운드북,17,두두스토리,본체1개,"서울특별시 용산구 백범로 329, 1층"
266,언어,노래로 배우는 두뇌발달 수학사운드북,16,두두스토리,본체1개,"서울특별시 용산구 백범로 329, 1층"
267,언어,노래로 배우는 두뇌발달 한글사운드북,19,두두스토리,본체1개,"서울특별시 용산구 백범로 329, 1층"
268,언어,노래로 배우는 두뇌발달 한글사운드북,17,두두스토리,본체1개,"서울특별시 용산구 백범로 329, 1층"
269,역할놀이,퍼스트 세면대,19,리틀타익스,"본체, 구성품10개","서울특별시 용산구 백범로 329, 1층"
270,역할놀이,퍼스트 세면대,17,리틀타익스,"본체, 구성품10개","서울특별시 용산구 백범로 329, 1층"
271,언어,스펠링 펜슬,14,리틀타익스,"단어장, 연필","서울특별시 용산구 백범로 329, 1층"
272,언어,스펠링 펜슬,16,리틀타익스,"단어장, 연필","서울특별시 용산구 백범로 329, 1층"
273,신체,스쿠터 액티비티 워커,19,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
274,신체,스쿠터 액티비티 워커,22,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
275,역할놀이,액티비티 원도우,24,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
276,역할놀이,액티비티 원도우,20,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
277,역할놀이,리틀 안콜스 해적선,11,리틀타익스,"본체, 상어, 바구니, 바가지3개, 피규어2개","서울특별시 용산구 백범로 329, 1층"
278,역할놀이,리틀 안콜스 해적선,9,리틀타익스,"본체, 상어, 바구니, 바가지3개, 피규어2개","서울특별시 용산구 백범로 329, 1층"
279,음률,리틀 베이비 범 3in1 뮤직버스,19,리틀타익스,"버스, 채","서울특별시 용산구 백범로 329, 1층"
280,음률,리틀 베이비 범 3in1 뮤직버스,21,리틀타익스,"버스, 채","서울특별시 용산구 백범로 329, 1층"
281,신체,마이 퍼스트 볼링,13,리틀타익스,"본체, 공2개, 레인","서울특별시 용산구 백범로 329, 1층"
282,신체,마이 퍼스트 볼링,15,리틀타익스,"본체, 공2개, 레인","서울특별시 용산구 백범로 329, 1층"
283,신체,코지쿠페 액티비티 센터,19,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
284,신체,코지쿠페 액티비티 센터,18,리틀타익스,본체1개,"서울특별시 용산구 백범로 329, 1층"
285,역할놀이,가드닝 카트 한영버전,22,립프로그,"본체, 채소3개, 모종삽","서울특별시 용산구 백범로 329, 1층"
286,역할놀이,가드닝 카트 한영버전,24,립프로그,"본체, 채소3개, 모종삽","서울특별시 용산구 백범로 329, 1층"
287,역할놀이,ABC 쇼핑카트&스캐너,21,립프로그,"카트, 스캐너, 음식모형8개, 리스트","서울특별시 용산구 백범로 329, 1층"
288,역할놀이,ABC 쇼핑카트&스캐너,15,립프로그,"카트, 스캐너, 음식모형8개, 리스트","서울특별시 용산구 백범로 329, 1층"
289,역할놀이,ABC 스마트 싱크대,22,립프로그,"본체, 접시3개, 컵2개, 솔","서울특별시 용산구 백범로 329, 1층"
290,역할놀이,ABC 스마트 싱크대,21,립프로그,"본체, 접시3개, 컵2개, 솔","서울특별시 용산구 백범로 329, 1층"
291,언어,말문트기 핑크퐁 펜,17,마이리틀타이거,"본체, 펜","서울특별시 용산구 백범로 329, 1층"
292,언어,말문트기 핑크퐁 펜,16,마이리틀타이거,"본체, 펜","서울특별시 용산구 백범로 329, 1층"
293,언어,핑크퐁 영어놀이 아기상어펜,18,마이리틀타이거,"그림책, 아기상어펜, 알파벳카드26장, 핸드폰카드, 벽그림2장","서울특별시 용산구 백범로 329, 1층"
294,언어,핑크퐁 영어놀이 아기상어펜,10,마이리틀타이거,"그림책, 아기상어펜, 알파벳카드26장, 핸드폰카드, 벽그림2장","서울특별시 용산구 백범로 329, 1층"
295,신체,피아노 아기체육관,13,베이비아인슈타인,"피아노, 장난감6개, 매트, 토이바","서울특별시 용산구 백범로 329, 1층"
296,신체,피아노 아기체육관,17,베이비아인슈타인,"피아노, 장난감6개, 매트, 토이바","서울특별시 용산구 백범로 329, 1층"
297,음률,라이트 터치 피아노,16,베이비아인슈타인,"본체, 카드6장","서울특별시 용산구 백범로 329, 1층"
298,음률,라이트 터치 피아노,15,베이비아인슈타인,"본체, 카드6장","서울특별시 용산구 백범로 329, 1층"
299,역할놀이,말랑말랑 캐릭터 치과놀이,20,브레인숲,"보관함, 치과친구들10개","서울특별시 용산구 백범로 329, 1층"
300,역할놀이,말랑말랑 캐릭터 치과놀이,20,브레인숲,"보관함, 치과친구들10개","서울특별시 용산구 백범로 329, 1층"
301,역할놀이,병원놀이 세트 한글,21,브이텍,"구급함, 의료기구5개, 카드2장","서울특별시 용산구 백범로 329, 1층"
302,역할놀이,병원놀이 세트 한글,17,브이텍,"구급함, 의료기구5개, 카드2장","서울특별시 용산구 백범로 329, 1층"
303,"조작,탐색",2in1 다이노 파크,18,브이텍,"수송트럭, 티라노사우루스, 공룡피규어2개, 피규어","서울특별시 용산구 백범로 329, 1층"
304,"조작,탐색",2in1 다이노 파크,24,브이텍,"수송트럭, 티라노사우루스, 공룡피규어2개, 피규어","서울특별시 용산구 백범로 329, 1층"
305,신체,인터렉티브 멜로디 프로젝터 모빌,12,브이텍,"본체, 모빌","서울특별시 용산구 백범로 329, 1층"
306,신체,인터렉티브 멜로디 프로젝터 모빌,11,브이텍,"본체, 모빌","서울특별시 용산구 백범로 329, 1층"
307,신체,터치앤 러닝 액티비티 데스크,23,브이텍,"총2개-본체, 의자","서울특별시 용산구 백범로 329, 1층"
308,신체,터치앤 러닝 액티비티 데스크,22,브이텍,"총2개-본체, 의자","서울특별시 용산구 백범로 329, 1층"
309,역할놀이,첫 계산대 놀이세트,20,브이텍,"계산대, 카드, 바구니, 식료품10개","서울특별시 용산구 백범로 329, 1층"
310,역할놀이,첫 계산대 놀이세트,17,브이텍,"계산대, 카드, 바구니, 식료품10개","서울특별시 용산구 백범로 329, 1층"
